uniprot_id lasso_type                  263 427 bridge_aligned bridge lasso_range plddts(c1 c2 mean_local min_local mean_global min_global) Pfam SUPFAM
A0A2S9ADJ4 LS2--N                       +   +  263-427 254-417 151-417 97.6 96.6 96.0 72.7 91.7 31.8 PF01547 SSF53850
A0A3D4PNU6 LS2--N                       +   +  263-427 254-417 151-417 97.9 96.9 96.1 81.5 91.4 28.8 PF01547 SSF53850
A0A3Q8UY39 LS2--N                       +   +  263-427 252-415 148-415 97.9 96.8 95.8 58.7 91.6 32.2 PF01547 SSF53850
A0A4R4QDD0 LS2--N                       +   +  263-427 252-415 148-415 97.9 96.3 96.4 77.8 92.5 32.2 PF01547 SSF53850
A0A5P2AHA8 LS2--N                       +   +  263-427 252-415 144-415 97.3 96.5 96.5 66.5 92.9 31.2 PF13416 SSF53850
A0A5R9LYZ1 LS2--N                       +   +  263-427 252-415 145-415 97.7 96.4 95.8 64.1 92.0 31.3 PF13416 SSF53850
A0A841AVL1 LS2--N                       +   +  263-427 252-415 148-415 95.2 94.1 95.4 80.0 90.9 33.9 PF13416 SSF53850
A0A841DJP1 LS4--+-N                     +   +  263-427 242-405 138-405 98.0 96.6 96.2 74.6 93.5 35.0 PF01547 SSF53850
A0A1C5DD32 -                            +   +  263-427 252-415 148-415 97.1 95.8 96.2 77.4 92.0 31.5 PF01547 SSF53850
A0A1H2GWG5 -                            +   +  263-427 252-415 148-415 96.5 95.7 96.0 81.4 91.5 33.4 PF13416 SSF53850
A0A1K2EZH9 -                            +   +  263-427 252-415 148-415 97.2 95.8 96.4 78.1 92.4 31.6 PF13416 SSF53850
A0A1Q5I1E0 -                            +   +  263-427 252-415 148-415 97.6 96.4 95.9 64.3 92.2 32.4 PF01547 SSF53850
A0A1Q5J6T7 -                            +   +  263-427 252-415 144-415 97.4 96.3 96.0 66.9 91.9 33.9 PF01547 SSF53850
A0A229SCQ8 -                            +   +  263-427 252-415 148-415 96.7 95.6 95.9 68.2 92.2 34.5 PF13416 SSF53850
A0A2Z5JNF0 -                            +   +  263-427 252-415 148-415 97.4 96.3 95.7 73.4 91.8 32.7 PF01547 SSF53850
A0A429CW14 -                            +   +  263-427 252-415 148-415 96.4 95.6 96.2 82.4 92.4 33.2 PF13416 SSF53850
A0A4R4ZS44 -                            +   +  263-427 251-414 147-414 97.8 96.1 96.2 72.8 92.3 30.9 PF01547 SSF53850
A0A7H0NTK7 -                            +   +  263-427 252-415 145-415 97.6 96.5 96.4 69.6 92.7 33.9 PF01547 SSF53850
A0A7H1B0V6 -                            +   +  263-427 252-415 144-415 97.2 96.0 96.2 79.1 92.3 34.6 PF13416 SSF53850
A0A7X5VE62 -                            +   +  263-427 256-419 149-419 97.9 96.1 96.3 71.9 91.6 28.9 PF01547 SSF53850
H0B9J5     -                            +   +  263-427 198-361  94-361 97.8 96.6 96.3 62.7 95.9 62.7 PF01547 SSF53850
R4T4X8     -                            +   +  263-427 252-415 148-415 96.6 95.4 96.0 77.1 92.2 36.4 PF13416 SSF53850
A0A0M2HW28 -                            +   +  263-427 255-418 152-418 98.0 97.1 96.3 72.9 91.8 31.7 PF01547 SSF53850
A0A1Q4ZDG9 -                            +   +  263-427 252-415 145-415 97.7 96.7 96.4 71.7 92.5 32.5 PF01547 SSF53850
A0A2P2FMX6 -                            +   +  263-427 252-415 148-415 97.2 96.1 96.0 74.6 92.3 35.1 PF13416 SSF53850
A0A2S9AGC3 -                            +   +  263-427 254-417 151-417 97.8 96.6 96.7 79.6 92.6 31.3 PF01547 SSF53850
A0A3N6HNC6 -                            +   +  263-427 252-415 148-415 97.8 96.2 96.5 74.8 92.7 32.3 PF13416 SSF53850
A0A401YE95 -                            +   +  263-427 252-415 148-415 97.0 96.5 95.2 52.2 91.4 32.8 PF13416 SSF53850
A0A429CRF7 -                            +   +  263-427 252-415 148-415 95.8 94.5 95.9 75.1 92.2 35.0 PF13416 SSF53850
A0A7K1TPY2 -                            +   +  263-427 250-413 147-413 97.6 96.5 96.1 83.7 92.3 32.1 PF01547 SSF53850
A0A7K2HDG1 -                            +   +  263-427 252-415 144-415 97.4 95.9 96.4 71.1 92.5 32.4 PF13416 SSF53850
A0A7Y4KYE7 -                            +   +  263-427 251-414 147-414 97.8 96.1 95.7 57.4 92.1 31.1 PF13416 SSF53850
A0A7Y6M9Y6 -                            +   +  263-427 248-411 144-411 98.1 97.0 96.0 74.1 92.8 33.1 PF13416 SSF53850
M2Q8N7     -                            +   +  263-427 252-415 148-415 97.1 95.9 96.4 79.8 92.7 34.2 PF13416 SSF53850
A0A075UW08 -                            +   +  263-427 252-415 148-415 96.2 95.2 95.5 67.9 91.7 34.4 PF01547 SSF53850
A0A0F0LQ20 -                            +   +  263-427 255-419 152-419 97.8 96.7 96.6 80.1 92.3 31.5 PF01547 SSF53850
A0A0Q7IJ51 -                            +   +  263-427 252-415 145-415 97.7 96.6 96.1 70.6 92.4 33.8 PF01547 SSF53850
A0A0Q8DSJ5 -                            +   +  263-427 252-415 148-415 97.8 96.5 96.3 64.9 92.5 32.9 PF01547 SSF53850
A0A0T1SBM8 -                            +   +  263-427 252-415 148-415 97.0 96.2 96.3 70.6 92.5 32.4 PF01547 SSF53850
A0A1Q4ZXS7 -                            +   +  263-427 252-415 148-415 97.7 96.2 96.2 67.4 92.5 34.4 PF01547 SSF53850
A0A1T3NKL3 -                            +   +  263-427 252-415 144-415 96.8 96.1 95.1 57.7 91.4 33.0 PF13416 SSF53850
A0A1W2M029 -                            +   +  263-427 252-415 148-415 96.4 95.3 95.8 72.2 92.2 35.3 PF13416 SSF53850
A0A229RXA9 -                            +   +  263-427 252-415 148-415 96.6 95.4 95.9 73.2 92.4 35.2 PF13416 SSF53850
A0A3N1T2P2 -                            +   +  263-427 252-415 145-415 96.8 95.6 96.1 71.6 92.3 32.8 PF01547 SSF53850
A0A428XUW8 -                            +   +  263-427 252-415 148-415 96.1 94.8 96.0 76.1 92.2 34.9 PF13416 SSF53850
A0A429DT20 -                            +   +  263-427 252-415 148-415 96.1 95.2 95.8 75.4 92.1 33.5 PF13416 SSF53850
A0A4R0HAQ7 -                            +   +  263-427 257-420 150-420 97.9 96.5 96.4 71.7 91.7 31.4 PF01547 SSF53850
A0A4S2V454 -                            +   +  263-427 252-415 148-415 97.2 96.1 96.2 77.5 92.2 33.5 PF01547 SSF53850
A0A5P1ZEV8 -                            +   +  263-427 252-415 145-415 97.1 96.4 96.4 67.5 92.7 32.6 PF01547 SSF53850
A0A6B2VYN5 -                            +   +  263-427 252-415 148-415 97.8 96.6 95.9 63.3 91.9 32.1 PF13416 SSF53850
A0A6B2WKK1 -                            +   +  263-427 252-415 144-415 97.8 96.6 96.3 74.5 92.4 33.6 PF13416 SSF53850
A0A6B3EXK8 -                            +   +  263-427 252-415 148-415 97.0 95.7 95.8 74.3 91.5 31.5 PF01547 SSF53850
A0A7G7BTJ6 -                            +   +  263-427 252-415 148-415 98.1 96.8 95.7 61.8 91.2 29.1 PF13416 SSF53850
A0A7W5V5W2 -                            +   +  263-427 242-405 134-405 97.6 96.6 95.9 73.3 93.3 32.0 PF13416 SSF53850
M2Z891     -                            +   +  263-427 252-415 148-415 96.1 94.9 96.1 82.9 92.3 34.1 PF13416 SSF53850
A0A926FQC5 -                            +   +     -       -       -    -    -    -    -    -    -    PF13416 SSF53850
A0A952GU20 -                            +   +     -       -       -    -    -    -    -    -    -    PF01547 SSF53850
A0A973P7Z1 -                            +   +     -       -       -    -    -    -    -    -    -    PF01547 SSF53850
A0A939F438 -                            +   +     -       -       -    -    -    -    -    -    -    PF01547 SSF53850
A0A942HSP0 -                            +   +     -       -       -    -    -    -    -    -    -    PF01547 SSF53850
A0A918X8Q0 -                            +   +     -       -       -    -    -    -    -    -    -    PF01547 SSF53850
