uniprot_id lasso_type                  150 438 bridge_aligned bridge lasso_range plddts(c1 c2 mean_local min_local mean_global min_global) Pfam SUPFAM
A0A4Y9YXJ6 LS4-++-C                     +   +  150-438 112-395 112-621 91.8 95.6 95.9 71.5 85.4 25.5 PF07687,PF01546 SSF55031,SSF53187
A0A5C3PV74 LS4-++-C                     +   +  150-438  53-336  53-566 85.5 93.2 93.4 45.5 88.1 26.0 PF07687,PF01546 SSF55031,SSF53187
A0A1M2VY12 LS4-++-C                     +   +  150-438 102-385 102-610 89.9 95.4 95.9 77.4 85.7 23.3 PF07687,PF01546 SSF55031,SSF53187
A0A1X6MU70 LS3-++C                      +   +  150-438  42-324  42-514 90.6 95.2 94.1 69.4 89.4 25.3 PF07687,PF01546 SSF55031,SSF53187
A0A2G8RUP5 LS4-++-C                     +   +  150-438 120-385 120-613 85.1 92.8 90.1 44.0 78.9 20.4 PF07687,PF01546 SSF55031,SSF53187
A0A4S4N837 LS4-++-C                     +   +  150-438  68-351  68-575 89.3 94.1 94.5 54.5 88.0 25.4 PF07687,PF01546 SSF55031,SSF53187
A0A4Y9Z4C1 LS4-++-C                     +   +  150-438  81-363  81-590 88.0 95.7 95.3 66.9 87.6 25.5 PF07687,PF01546 SSF55031,SSF53187
A0A371DE74 LS4-++-C                     +   +  150-438  81-364  81-591 87.9 95.3 95.2 46.2 87.3 26.9 PF07687,PF01546 SSF55031,SSF53187
J4H1E4     LS4-++-C                     +   +  150-438  78-359  78-586 88.6 95.2 95.4 72.1 88.5 26.6 PF07687,PF01546 SSF55031,SSF53187
W4K1E2     LS4-++-C                     +   +  150-438  95-378  95-609 90.1 95.1 95.2 55.3 86.7 24.8 PF07687,PF01546 SSF55031,SSF53187
A0A5B1QHI6 -                            +   +  150-438  25-308  25-537 89.3 93.3 93.3 39.0 91.1 25.2 PF07687,PF01546 SSF55031,SSF53187
A0A5C2THX8 -                            +   +  150-438  19-304  19-529 91.2 96.1 96.1 67.5 94.5 30.8 PF07687,PF01546 SSF55031,SSF53187
A0A5B1QIV3 -                            +   +  150-438  25-308  25-532 92.2 96.0 95.2 64.6 92.8 28.9 PF07687,PF01546 SSF55031,SSF53187
B8NZF5     -                            +   +  150-438   8-290   8-485 87.9 92.9 91.4 47.9 90.7 32.8 PF07687,PF01546 SSF55031,SSF53187
A0A165FLA0 -                            +   +  150-438  85-368  85-567 87.1 93.1 84.5 22.6 77.6 21.3 PF01546 SSF53187
A0A5C2SKJ7 -                            +   +  150-438  19-304  19-529 91.1 96.0 96.1 72.5 94.3 28.1 PF07687,PF01546 SSF55031,SSF53187
A0A5C3NEF6 -                            +   +  150-438  46-329  46-554 86.7 94.4 95.1 63.2 89.9 23.2 PF07687,PF01546 SSF55031,SSF53187
A0A0C3PDW9 -                            +   +  150-438   7-290   7-482 83.1 92.8 94.1 73.4 92.9 43.2 PF07687,PF01546 SSF55031,SSF53187
A0A165MKI5 -                            +   +  150-438   5-288   5-512 88.1 95.4 94.8 50.5 94.6 39.8 PF07687,PF01546 SSF55031,SSF53187
A0A2H3IXS9 -                            +   +  150-438  85-366  85-594 76.2 87.8 89.2 59.1 83.4 28.8 PF07687,PF01546 SSF55031,SSF53187
A0A165SIH4 -                            +   +     -       -       -    -    -    -    -    87.9 24.8 PF07687,PF01546 SSF55031,SSF53187
A0A165PTD5 -                            -   +     -       -       -    -    -    -    -    93.9 34.1 PF07687,PF01546 SSF55031,SSF53187
A0A8K0UTT9 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H7P5Y0 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8E2DLJ9 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
