uniprot_id lasso_type                  70 378 bridge_aligned bridge lasso_range plddts(c1 c2 mean_local min_local mean_global min_global) Pfam SUPFAM
A0A2H3TMK4 -                            +   +   70-378  42-327  42-557 89.9 93.9 93.1 43.2 89.1 24.8 PF07687,PF01546 SSF55031,SSF53187
A0A2K0VUM6 -                            +   +   70-378  43-328  43-556 87.8 93.6 93.2 42.7 88.9 23.2 PF07687,PF01546 SSF55031,SSF53187
A0A2N1LIB8 -                            +   +   70-378  42-327  42-557 92.1 95.8 92.9 39.4 88.9 23.6 PF07687,PF01546 SSF55031,SSF53187
A0A420QFA7 -                            +   +   70-378  42-327  42-558 90.9 94.3 92.9 35.5 89.0 24.3 PF07687,PF01546 SSF55031,SSF53187
A0A428RB23 -                            +   +   70-378  38-324  38-530 87.8 94.0 90.9 50.3 86.4 25.9 PF07687,PF01546 SSF55031,SSF53187
A0A428TC11 -                            +   +   70-378  51-337  51-570 88.5 95.4 92.0 44.2 86.0 20.9 PF07687,PF01546 SSF55031,SSF53187
A0A507B5M1 -                            +   +   70-378  52-337  52-579 90.4 94.7 92.6 48.0 87.5 21.2 PF07687,PF01546 SSF55031,SSF53187
N4TQF7     -                            +   +   70-378  42-327  42-552 88.7 93.6 92.8 36.8 88.7 23.9 PF07687,PF01546 SSF55031,SSF53187
W9ZNA7     -                            +   +   70-378  42-327  16-558 89.3 93.9 90.2 26.4 88.8 24.5 PF07687,PF01546 SSF55031,SSF53187
X0CE65     -                            +   +   70-378  42-327  16-558 89.2 94.1 90.3 27.3 88.9 24.3 PF07687,PF01546 SSF55031,SSF53187
A0A1L7U288 -                            +   +   70-378  42-327  42-558 90.8 93.7 93.1 36.8 89.0 21.3 PF07687,PF01546 SSF55031,SSF53187
A0A1L7W598 -                            +   +   70-378  42-327  42-555 90.6 94.2 93.0 38.8 89.0 24.7 PF07687,PF01546 SSF55031,SSF53187
A0A2T4B087 -                            +   +   70-378  48-336  48-566 93.4 95.9 91.8 33.9 87.6 22.1 PF07687,PF01546 SSF55031,SSF53187
A0A365NH58 -                            +   +   70-378  42-327  42-558 91.6 95.8 93.7 50.6 89.8 20.6 PF07687,PF01546 SSF55031,SSF53187
A0A366RRG7 -                            +   +   70-378  43-328  43-559 89.5 95.3 93.9 44.8 89.4 19.4 PF07687,PF01546 SSF55031,SSF53187
A0A420NIZ8 -                            +   +   70-378  42-327  42-558 89.6 94.3 92.8 37.4 88.7 22.6 PF07687,PF01546 SSF55031,SSF53187
A0A420R9I2 -                            +   +   70-378  42-327  42-558 89.3 94.2 93.0 40.3 89.0 25.5 PF07687,PF01546 SSF55031,SSF53187
A0A420TVP3 -                            +   +   70-378  42-327  42-558 91.2 95.0 93.3 35.1 89.1 21.5 PF07687,PF01546 SSF55031,SSF53187
A0A428PK58 -                            +   +   70-378  51-337  51-569 90.4 96.1 93.1 45.7 87.3 21.9 PF07687,PF01546 SSF55031,SSF53187
A0A5Q3GA85 -                            +   +   70-378  42-327  42-575 86.3 93.2 90.4 27.7 86.5 23.6 PF07687,PF01546 SSF55031,SSF53187
G0RRB3     -                            +   +   70-378  50-347  50-580 85.2 91.4 92.1 35.7 87.5 22.9 PF07687,PF01546 SSF55031,SSF53187
I1RJF1     -                            +   +   70-378  43-328  43-554 87.6 95.0 93.9 52.2 89.2 19.4 PF01546 SSF53187
S0EFM6     -                            +   +   70-378  42-327  42-555 89.3 93.9 91.6 38.8 87.6 24.9 PF07687,PF01546 SSF55031,SSF53187
A0A0D2Y5Z1 -                            +   +   70-378  42-327  16-558 89.4 94.1 90.4 27.2 89.0 25.0 PF07687,PF01546 SSF55031,SSF53187
A0A7S8DMI9 -                            +   +   70-378  43-333  43-559 87.4 95.3 91.8 43.0 87.3 20.8 PF01546 SSF53187
A0A7C8MUF0 -                            +   +     -       -       -    -    -    -    -    86.1 23.6 PF07687,PF01546 SSF55031,SSF53187
A0A2K0T957 -                            +   +     -       -       -    -    -    -    -    85.6 22.8 PF07687,PF01546 SSF55031,SSF53187
W7MTE7     -                            +   +     -       -       -    -    -    -    -    89.2 22.4 PF07687,PF01546 SSF55031,SSF53187
A0A366QE56 -                            +   +     -       -       -    -    -    -    -    89.5 22.8 PF07687,PF01546 SSF55031,SSF53187
A0A439D699 -                            +   +     -       -       -    -    -    -    -    86.4 22.2 PF07687,PF01546 SSF55031,SSF53187
A0A2L2SXF0 -                            +   -     -       -       -    -    -    -    -    86.7 25.7 PF01546 SSF53187
C7YXX9     -                            -   +     -       -       -    -    -    -    -    87.6 29.9 PF07687,PF01546 SSF55031,SSF53187
A0A8H4ZTS8 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H5Y6K3 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H6CU03 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H5IQB6 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H5IWP5 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H5WTX2 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H6GMY7 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8G0LI99 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H4NK86 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H4NY76 -                            -   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H5NUC1 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H5PT15 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H5SPR9 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H5VF81 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H4WQN4 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H5MY32 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H5RNE0 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H5UTS8 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H6DLU8 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8J5U1Y6 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 -
A0A8H5AMR6 -                            +   +     -       -       -    -    -    -    -    -    -    PF01546 SSF53187
A0A8J5Q221 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 -
