uniprot_id lasso_type                  170 461 bridge_aligned bridge lasso_range plddts(c1 c2 mean_local min_local mean_global min_global) Pfam SUPFAM
C5M2J8     -                            +   +  170-461 116-402 116-628 89.9 94.9 95.5 62.8 87.6 29.1 PF07687,PF01546 SSF55031,SSF53187
G8BI88     -                            +   +  170-461  56-342  56-565 86.5 94.1 95.5 58.2 93.1 39.4 PF07687,PF01546 SSF55031,SSF53187
G8YFC6     -                            +   +  170-461  61-347  61-567 91.8 95.3 95.3 50.8 92.6 29.1 PF07687,PF01546 SSF55031,SSF53187
Q6BHF5     -                            +   +  170-461  55-341  55-561 91.4 93.2 95.6 81.2 92.8 39.6 PF07687,PF01546 SSF55031,SSF53187
A0A421J629 -                            +   +  170-461  57-343  57-565 88.7 94.6 95.9 81.8 92.0 32.7 PF07687,PF01546 SSF55031,SSF53187
A0A510P321 -                            +   +  170-461  50-336  50-558 88.1 94.2 95.9 83.0 91.5 31.0 PF07687,PF01546 SSF55031,SSF53187
G3AT96     -                            +   +  170-461  19-305  19-531 88.1 95.6 95.5 66.8 93.5 26.6 PF07687,PF01546 SSF53187
A0A1A0HF69 -                            +   +  170-461  38-324  38-548 86.8 92.9 95.5 63.4 93.0 34.7 PF07687,PF01546 SSF55031,SSF53187
A0A1L0G9A7 -                            +   +  170-461  37-323  37-548 87.2 92.9 95.0 70.2 92.6 42.2 PF07687,PF01546 SSF55031,SSF53187
A0A5Q0J8Z9 -                            +   +  170-461 137-423 137-647 89.8 95.2 95.8 80.1 84.2 24.4 PF07687,PF01546 SSF53187
A0A1L0BY22 -                            +   +  170-461  50-336  50-560 87.8 92.2 95.6 80.3 93.4 41.8 PF07687,PF01546 SSF53187
A0A4V1AE13 -                            +   +  170-461  38-324  38-548 87.3 92.9 95.3 74.4 92.9 35.0 PF07687,PF01546 SSF55031,SSF53187
A0A1L0BD29 -                            +   +  170-461  37-323  37-548 86.1 92.9 95.1 72.2 92.7 42.5 PF07687,PF01546 SSF55031,SSF53187
A0A1L0C0B9 -                            +   +  170-461  50-336  50-557 86.9 92.2 95.5 74.4 93.4 39.1 PF07687,PF01546 SSF53187
G8YCX4     -                            +   +  170-461  61-347  61-571 87.1 90.2 94.6 63.0 91.4 32.7 PF07687,PF01546 SSF53187
G8YFC5     -                            +   +  170-461  61-347  61-568 89.3 92.1 94.4 60.5 92.1 48.8 PF07687,PF01546 SSF55031,SSF53187
A0A367XZR7 -                            +   +     -       -       -    -    -    -    -    79.9 25.8 PF07687,PF01546 SSF55031,SSF53187
A0A8H7GNV0 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8X7NIB2 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF53187
A0A8H7ZHE5 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF53187
A0A8H8DAL6 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF53187
A0A8H4FS10 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8X7NHQ5 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF53187
A0A890D253 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8F2LCG0 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8X7TAS4 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H6F226 -                            +   -     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8H7LAK6 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 SSF55031,SSF53187
A0A8J5ULD6 -                            +   +     -       -       -    -    -    -    -    -    -    PF07687,PF01546 -
